Rank,University,URL,Country,Number of FTE Students,Number of Students per staff,International Students,Female Male Ratio,Year
201-250,North Carolina State University,https://www.timeshighereducation.com/world-university-rankings/north-carolina-state-university,United States,30187,13.1,0.12,45 : 55,2017
201-250,University of Otago,https://www.timeshighereducation.com/world-university-rankings/university-otago,New Zealand,18567,20.2,0.2,57 : 43,2017
201-250,University of Oulu,https://www.timeshighereducation.com/world-university-rankings/university-oulu,Finland,10089,23.5,0.07,50 : 50,2017
201-250,Paris Descartes University,https://www.timeshighereducation.com/world-university-rankings/paris-descartes-university,France,32978,24.4,0.15,63 : 37,2017
201-250,Paris Diderot University– Paris7,https://www.timeshighereducation.com/world-university-rankings/paris-diderot-university-paris-7,France,27836,14.8,0.17,63 : 37,2017
201-250,Politecnicodi Milano,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-milan,Italy,33486,25.3,0.13,35 : 65,2017
201-250,Queensland University of Technology,https://www.timeshighereducation.com/world-university-rankings/queensland-university-technology,Australia,34398,36.3,0.17,54 : 46,2017
201-250,Queen’s University,https://www.timeshighereducation.com/world-university-rankings/queens-university,Canada,21015,22.6,0.11,58 : 42,2017
201-250,Queen’s University Belfast,https://www.timeshighereducation.com/world-university-rankings/queens-university-belfast,United Kingdom,17348,16.1,0.32,55 : 45,2017
201-250,RCSI University of Medicine and Health Sciences,https://www.timeshighereducation.com/world-university-rankings/rcsi-university-medicine-and-health-sciences,Ireland,2184,18.2,0.62,n/a,2017
201-250,Shanghai Jiao Tong University,https://www.timeshighereducation.com/world-university-rankings/shanghai-jiao-tong-university,China,36535,12.3,0.06,41 : 59,2017
201-250,Simon Fraser University,https://www.timeshighereducation.com/world-university-rankings/simon-fraser-university,Canada,26607,28.3,0.29,55 : 45,2017
201-250,University of South Florida (Tampa),https://www.timeshighereducation.com/world-university-rankings/university-south-florida-tampa,United States,32016,19,0.11,n/a,2017
201-250,"St George’s, University of London",https://www.timeshighereducation.com/world-university-rankings/st-georges-university-london,United Kingdom,3077,14.5,0.16,62 : 38,2017
201-250,Stony Brook University,https://www.timeshighereducation.com/world-university-rankings/stony-brook-university,United States,22867,10.9,0.24,49 : 51,2017
201-250,University of Stuttgart,https://www.timeshighereducation.com/world-university-rankings/university-stuttgart,Germany,15721,30.3,0.14,30 : 70,2017
201-250,University of Technology Sydney,https://www.timeshighereducation.com/world-university-rankings/university-technology-sydney,Australia,25069,44,0.35,52 : 48,2017
201-250,Technical University of Darmstadt,https://www.timeshighereducation.com/world-university-rankings/technical-university-darmstadt,Germany,20719,51.9,0.18,28 : 72,2017
201-250,Tel Aviv University,https://www.timeshighereducation.com/world-university-rankings/tel-aviv-university,Israel,23663,24,0.04,n/a,2017
201-250,University of Texasat Dallas,https://www.timeshighereducation.com/world-university-rankings/university-texas-dallas,United States,17825,25,0.25,44 : 56,2017
201-250,Tohoku University,https://www.timeshighereducation.com/world-university-rankings/tohoku-university,Japan,17349,5.4,0.09,26 : 74,2017
201-250,University of Trento,https://www.timeshighereducation.com/world-university-rankings/university-trento,Italy,17118,28.2,0.09,52 : 48,2017
201-250,University of Utah,https://www.timeshighereducation.com/world-university-rankings/university-utah,United States,30193,14.8,0.1,45 : 55,2017
201-250,Wake Forest University,https://www.timeshighereducation.com/world-university-rankings/wake-forest-university,United States,7451,4.5,0.05,50 : 50,2017
201-250,Western University,https://www.timeshighereducation.com/world-university-rankings/western-university,Canada,28060,21.6,0.16,55 : 45,2017
201-250,Zhejiang University,https://www.timeshighereducation.com/world-university-rankings/zhejiang-university,China,47845,15.2,0.05,41 : 59,2017
201-250,École Normale Supérieurede Lyon,https://www.timeshighereducation.com/world-university-rankings/ecole-normale-superieure-de-lyon,France,2238,8.4,0.15,46 : 54,2017
251-300,University of Bath,https://www.timeshighereducation.com/world-university-rankings/university-bath,United Kingdom,11765,16.5,0.3,45 : 55,2017
251-300,University of Bayreuth,https://www.timeshighereducation.com/world-university-rankings/university-bayreuth,Germany,12709,37.8,0.07,46 : 54,2017
251-300,Bielefeld University,https://www.timeshighereducation.com/world-university-rankings/bielefeld-university,Germany,22279,69.6,0.08,57 : 43,2017
251-300,Universityat Buffalo,https://www.timeshighereducation.com/world-university-rankings/university-buffalo,United States,26418,18.8,0.21,46 : 54,2017
251-300,Chalmers University of Technology,https://www.timeshighereducation.com/world-university-rankings/chalmers-university-technology,Sweden,8819,11.9,0.15,31 : 69,2017
251-300,Charles Darwin University,https://www.timeshighereducation.com/world-university-rankings/charles-darwin-university,Australia,6096,21.3,0.25,66 : 34,2017
251-300,Colorado School of Mines,https://www.timeshighereducation.com/world-university-rankings/colorado-school-mines,United States,5437,17.7,0.11,27 : 73,2017
251-300,Copenhagen Business School,https://www.timeshighereducation.com/world-university-rankings/copenhagen-business-school,Denmark,19154,42.9,0.21,48 : 52,2017
251-300,Dalhousie University,https://www.timeshighereducation.com/world-university-rankings/dalhousie-university,Canada,15293,14.9,0.19,55 : 45,2017
251-300,Deakin University,https://www.timeshighereducation.com/world-university-rankings/deakin-university,Australia,34968,31.1,0.17,59 : 41,2017
251-300,Free University of Bozen-Bolzano,https://www.timeshighereducation.com/world-university-rankings/free-university-bozen-bolzano,Italy,2813,4.1,0.16,67 : 33,2017
251-300,University of Fribourg,https://www.timeshighereducation.com/world-university-rankings/university-fribourg,Switzerland,10701,46.2,0.18,58 : 42,2017
251-300,Griffith University,https://www.timeshighereducation.com/world-university-rankings/griffith-university,Australia,31031,22.3,0.2,56 : 44,2017
251-300,University of Hohenheim,https://www.timeshighereducation.com/world-university-rankings/university-hohenheim,Germany,9524,42.1,0.13,57 : 43,2017
251-300,James Cook University,https://www.timeshighereducation.com/world-university-rankings/james-cook-university,Australia,12004,22.9,0.13,63 : 37,2017
251-300,Johannes Gutenberg University of Mainz,https://www.timeshighereducation.com/world-university-rankings/johannes-gutenberg-university-mainz,Germany,35215,31.5,0.1,58 : 42,2017
251-300,Koç University,https://www.timeshighereducation.com/world-university-rankings/koc-university,Turkey,4793,14.6,0.09,52 : 48,2017
251-300,Université Laval,https://www.timeshighereducation.com/world-university-rankings/universite-laval,Canada,28757,16.9,0.12,57 : 43,2017
251-300,Macquarie University,https://www.timeshighereducation.com/world-university-rankings/macquarie-university,Australia,27532,32.8,0.24,55 : 45,2017
251-300,University of Marburg,https://www.timeshighereducation.com/world-university-rankings/university-marburg,Germany,26085,39,0.09,56 : 44,2017
251-300,Mines ParisTech,https://www.timeshighereducation.com/world-university-rankings/mines-paristech,France,1289,5.5,0.26,29 : 71,2017
251-300,National Tsing Hua University,https://www.timeshighereducation.com/world-university-rankings/national-tsing-hua-university,Taiwan,10260,13.6,0.06,33 : 67,2017
251-300,Norwegian University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/norwegian-university-science-and-technology,Norway,22031,18.3,0.11,48 : 52,2017
251-300,Oregon Health and Science University,https://www.timeshighereducation.com/world-university-rankings/oregon-health-and-science-university,United States,2861,1.1,0.02,65 : 35,2017
251-300,Osaka University,https://www.timeshighereducation.com/world-university-rankings/osaka-university,Japan,23087,7.6,0.09,30 : 70,2017
251-300,University of Ottawa,https://www.timeshighereducation.com/world-university-rankings/university-ottawa,Canada,34946,25.3,0.15,60 : 40,2017
251-300,Rensselaer Polytechnic Institute,https://www.timeshighereducation.com/world-university-rankings/rensselaer-polytechnic-institute,United States,6829,15.5,0.17,31 : 69,2017
251-300,Ruhr University Bochum,https://www.timeshighereducation.com/world-university-rankings/ruhr-university-bochum,Germany,42718,61.2,0.13,49 : 51,2017
251-300,Rush University,https://www.timeshighereducation.com/world-university-rankings/rush-university,United States,1987,2.2,0.03,71 : 29,2017
251-300,Sapienza University of Rome,https://www.timeshighereducation.com/world-university-rankings/sapienza-university-rome,Italy,115327,31.8,0.07,59 : 41,2017
251-300,University of South Australia,https://www.timeshighereducation.com/world-university-rankings/university-south-australia,Australia,19996,29.6,0.33,57 : 43,2017
251-300,University of Southern Denmark,https://www.timeshighereducation.com/world-university-rankings/university-southern-denmark,Denmark,25313,13.5,0.16,53 : 47,2017
251-300,University of Surrey,https://www.timeshighereducation.com/world-university-rankings/university-surrey,United Kingdom,10377,13.3,0.38,54 : 46,2017
251-300,Swedish University of Agricultural Sciences,https://www.timeshighereducation.com/world-university-rankings/swedish-university-agricultural-sciences,Sweden,3838,4.6,%,68 : 32,2017
251-300,Syracuse University,https://www.timeshighereducation.com/world-university-rankings/syracuse-university,United States,19930,16.1,0.17,54 : 46,2017
251-300,University of São Paulo,https://www.timeshighereducation.com/world-university-rankings/university-sao-paulo,Brazil,83201,14.7,0.04,48 : 52,2017
251-300,University of Tampere,https://www.timeshighereducation.com/world-university-rankings/university-tampere,Finland,9530,21.7,0.05,66 : 34,2017
251-300,The University of Tennessee-Knoxville,https://www.timeshighereducation.com/world-university-rankings/university-tennessee-knoxville,United States,26988,17.8,0.04,n/a,2017
251-300,Tokyo Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/tokyo-institute-technology,Japan,9587,7.4,0.13,13 : 87,2017
251-300,Umeå University,https://www.timeshighereducation.com/world-university-rankings/umea-university,Sweden,16698,11.7,0.1,60 : 40,2017
251-300,TU Wien,https://www.timeshighereducation.com/world-university-rankings/tu-wien,Austria,17620,35.8,0.27,29 : 71,2017
251-300,Virginia Polytechnic Institute and State University,https://www.timeshighereducation.com/world-university-rankings/virginia-polytechnic-institute-and-state-university,United States,30850,18.1,0.1,42 : 58,2017
251-300,William& Mary,https://www.timeshighereducation.com/world-university-rankings/william-mary,United States,7963,11.9,0.08,55 : 45,2017
251-300,University of Wollongong,https://www.timeshighereducation.com/world-university-rankings/university-wollongong,Australia,16581,25.5,0.24,50 : 50,2017
251-300,Yonsei University,https://www.timeshighereducation.com/world-university-rankings/yonsei-university,South Korea,22469,11.9,0.2,n/a,2017
301-350,Aberystwyth University,https://www.timeshighereducation.com/world-university-rankings/aberystwyth-university,United Kingdom,8735,17.1,0.18,47 : 53,2017
301-350,Aix-Marseille University,https://www.timeshighereducation.com/world-university-rankings/aix-marseille-university,France,74345,19.6,0.13,60 : 40,2017
301-350,University of Alaska Fairbanks,https://www.timeshighereducation.com/world-university-rankings/university-alaska-fairbanks,United States,3875,8.4,0.07,52 : 48,2017
301-350,Anglia Ruskin University ARU,https://www.timeshighereducation.com/world-university-rankings/anglia-ruskin-university-aru,United Kingdom,16740,24.5,0.25,61 : 39,2017
301-350,Bangor University,https://www.timeshighereducation.com/world-university-rankings/bangor-university,United Kingdom,9162,18.3,0.21,55 : 45,2017
301-350,University of Bordeaux,https://www.timeshighereducation.com/world-university-rankings/university-bordeaux,France,52169,19.5,0.12,58 : 42,2017
301-350,University of Bremen,https://www.timeshighereducation.com/world-university-rankings/university-bremen,Germany,18904,34.8,0.11,50 : 50,2017
301-350,Brunel University London,https://www.timeshighereducation.com/world-university-rankings/brunel-university-london,United Kingdom,11646,16.4,0.39,46 : 54,2017
301-350,Central European University,https://www.timeshighereducation.com/world-university-rankings/central-european-university,Hungary,1298,5.8,0.77,51 : 49,2017
301-350,Clark University,https://www.timeshighereducation.com/world-university-rankings/clark-university,United States,3239,11.7,0.25,57 : 43,2017
301-350,"Colorado State University, Fort Collins",https://www.timeshighereducation.com/world-university-rankings/colorado-state-university-fort-collins-0,United States,23998,16.4,0.05,53 : 47,2017
301-350,University of Connecticut,https://www.timeshighereducation.com/world-university-rankings/university-connecticut,United States,26109,12.6,0.07,51 : 49,2017
301-350,University of Crete,https://www.timeshighereducation.com/world-university-rankings/university-crete,Greece,14518,26.7,0.04,62 : 38,2017
301-350,University of Denver,https://www.timeshighereducation.com/world-university-rankings/university-denver,United States,9568,13.3,0.1,57 : 43,2017
301-350,University of Essex,https://www.timeshighereducation.com/world-university-rankings/university-essex,United Kingdom,10154,18.3,0.44,54 : 46,2017
301-350,Federal University of Toulouse Midi-Pyrénées,https://www.timeshighereducation.com/world-university-rankings/federal-university-toulouse-midi-pyrenees,France,93250,23.3,0.19,54 : 46,2017
301-350,George Mason University,https://www.timeshighereducation.com/world-university-rankings/george-mason-university,United States,27337,17.4,0.08,54 : 46,2017
301-350,University of Georgia,https://www.timeshighereducation.com/world-university-rankings/university-georgia,United States,33241,19.5,0.07,57 : 43,2017
301-350,"Goldsmiths, University of London",https://www.timeshighereducation.com/world-university-rankings/goldsmiths-university-london,United Kingdom,7257,16.5,0.38,67 : 33,2017
301-350,Grenoble Alpes University,https://www.timeshighereducation.com/world-university-rankings/grenoble-alpes-university,France,37815,16.3,0.15,53 : 47,2017
301-350,Gwangju Institute of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/gwangju-institute-science-and-technology,South Korea,1575,10.7,0.07,23 : 77,2017
301-350,University of Innsbruck,https://www.timeshighereducation.com/world-university-rankings/university-innsbruck,Austria,14360,13.3,0.38,54 : 46,2017
301-350,Justus Liebig University Giessen,https://www.timeshighereducation.com/world-university-rankings/justus-liebig-university-giessen,Germany,27980,46.9,0.09,61 : 39,2017
301-350,University of Kent,https://www.timeshighereducation.com/world-university-rankings/university-kent,United Kingdom,17080,13.2,0.29,53 : 47,2017
301-350,Linköping University,https://www.timeshighereducation.com/world-university-rankings/linkoping-university,Sweden,18966,8.2,0.11,51 : 49,2017
301—350,University of Liège,https://www.timeshighereducation.com/world-university-rankings/university-liege,Belgium,21611,27.9,0.23,54 : 46,2017
301-350,Loughborough University,https://www.timeshighereducation.com/world-university-rankings/loughborough-university,United Kingdom,13677,14.9,0.22,38 : 62,2017
301-350,University of Milan,https://www.timeshighereducation.com/world-university-rankings/university-milan,Italy,58990,27.6,0.05,59 : 41,2017
301-350,Moscow Institute of Physics and Technology (MIPT),https://www.timeshighereducation.com/world-university-rankings/moscow-institute-physics-and-technology-mipt,Russian Federation,5535,7.8,0.12,n/a,2017
301-350,Nagoya University,https://www.timeshighereducation.com/world-university-rankings/nagoya-university,Japan,15619,8,0.1,29 : 71,2017
301-350,University of Navarra,https://www.timeshighereducation.com/world-university-rankings/university-navarra,Spain,10584,14.1,0.16,52 : 48,2017
301-350,University of Nebraska-Lincoln,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-lincoln,United States,22068,16.2,0.1,47 : 53,2017
301-350,University of Oregon,https://www.timeshighereducation.com/world-university-rankings/university-oregon,United States,24268,19.8,0.13,52 : 48,2017
301-350,Oregon State University,https://www.timeshighereducation.com/world-university-rankings/oregon-state-university,United States,23464,16.3,0.1,46 : 54,2017
301-350,University of Padua,https://www.timeshighereducation.com/world-university-rankings/university-padua,Italy,62267,19.1,0.04,55 : 45,2017
301-350,University of Pavia,https://www.timeshighereducation.com/world-university-rankings/university-pavia,Italy,22010,38.7,0.07,57 : 43,2017
301-350,Royal Veterinary College,https://www.timeshighereducation.com/world-university-rankings/royal-veterinary-college,United Kingdom,1802,10.3,0.18,76 : 24,2017
301-350,Sabancı University,https://www.timeshighereducation.com/world-university-rankings/sabanci-university,Turkey,2999,17.7,0.08,39 : 61,2017
301-350,Saint Louis University,https://www.timeshighereducation.com/world-university-rankings/saint-louis-university,United States,11919,5.7,0.08,58 : 42,2017
301-350,University of Stirling,https://www.timeshighereducation.com/world-university-rankings/university-stirling,United Kingdom,8028,15.1,0.2,61 : 39,2017
301-350,University of Strasbourg,https://www.timeshighereducation.com/world-university-rankings/university-strasbourg,France,43709,17.2,0.19,58 : 42,2017
301-350,Swansea University,https://www.timeshighereducation.com/world-university-rankings/swansea-university,United Kingdom,13048,16.5,0.21,48 : 52,2017
301-350,University of Tartu,https://www.timeshighereducation.com/world-university-rankings/university-tartu,Estonia,9464,12.2,0.04,66 : 34,2017
301-350,University of Tasmania,https://www.timeshighereducation.com/world-university-rankings/university-tasmania,Australia,14838,19.7,0.18,58 : 42,2017
301-350,TU Dortmund University,https://www.timeshighereducation.com/world-university-rankings/tu-dortmund-university,Germany,30998,100.3,0.1,46 : 54,2017
301-350,Technion Israel Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/technion-israel-institute-technology,Israel,13926,19.8,0.04,35 : 65,2017
301-350,Temple University,https://www.timeshighereducation.com/world-university-rankings/temple-university,United States,33672,13.3,0.06,52 : 48,2017
301-350,University of Turku,https://www.timeshighereducation.com/world-university-rankings/university-turku,Finland,12167,15.9,0.05,62 : 38,2017
301-350,University of Victoria,https://www.timeshighereducation.com/world-university-rankings/university-victoria,Canada,18028,22,0.12,57 : 43,2017
301-350,Vrije Universiteit Brussel,https://www.timeshighereducation.com/world-university-rankings/vrije-universiteit-brussel,Belgium,12484,21.8,0.21,54 : 46,2017
301-350,York University,https://www.timeshighereducation.com/world-university-rankings/york-university,Canada,46565,40.8,0.22,58 : 42,2017
351-400,Aston University,https://www.timeshighereducation.com/world-university-rankings/aston-university,United Kingdom,8563,16.4,0.32,48 : 52,2017
351-400,Bilkent University,https://www.timeshighereducation.com/world-university-rankings/bilkent-university,Turkey,9761,14.1,0.04,46 : 54,2017
351-400,"Binghamton University, State University of New York",https://www.timeshighereducation.com/world-university-rankings/binghamton-university-state-university-new-york,United States,16628,23.7,0.14,48 : 52,2017
351-400,University of Calabria,https://www.timeshighereducation.com/world-university-rankings/university-calabria,Italy,30219,36.4,0.03,59 : 41,2017
351-400,University of Canterbury,https://www.timeshighereducation.com/world-university-rankings/university-canterbury,New Zealand,11943,16.4,0.2,50 : 50,2017
351-400,"City, University of London",https://www.timeshighereducation.com/world-university-rankings/city-university-london,United Kingdom,12489,16.1,0.49,54 : 46,2017
351-400,Claude Bernard University Lyon1,https://www.timeshighereducation.com/world-university-rankings/claude-bernard-university-lyon-1,France,35944,17.2,0.08,50 : 50,2017
351-400,University College Cork,https://www.timeshighereducation.com/world-university-rankings/university-college-cork,Ireland,15877,22.4,0.16,56 : 44,2017
351-400,University of Cyprus,https://www.timeshighereducation.com/world-university-rankings/university-cyprus,Cyprus,7025,22.5,0.08,69 : 31,2017
351-400,Drexel University,https://www.timeshighereducation.com/world-university-rankings/drexel-university,United States,21153,11,0.18,49 : 51,2017
351-400,University of Eastern Finland,https://www.timeshighereducation.com/world-university-rankings/university-eastern-finland,Finland,11098,17.7,0.06,63 : 37,2017
351-400,Flinders University,https://www.timeshighereducation.com/world-university-rankings/flinders-university,Australia,16465,23.6,0.16,63 : 37,2017
351-400,Graz University of Technology,https://www.timeshighereducation.com/world-university-rankings/graz-university-technology,Austria,6312,10.1,0.16,23 : 77,2017
351-400,University of Guelph,https://www.timeshighereducation.com/world-university-rankings/university-guelph,Canada,21547,28.4,0.04,60 : 40,2017
351-400,Hanyang University,https://www.timeshighereducation.com/world-university-rankings/hanyang-university,South Korea,21629,14.1,0.15,n/a,2017
351-400,Hong Kong Baptist University,https://www.timeshighereducation.com/world-university-rankings/hong-kong-baptist-university,Hong Kong,11038,11.1,0.29,62 : 38,2017
351-400,University of Houston,https://www.timeshighereducation.com/world-university-rankings/university-houston,United States,39402,42.5,0.09,50 : 50,2017
351-400,ITMO University,https://www.timeshighereducation.com/world-university-rankings/itmo-university,Russian Federation,11875,10.4,0.1,n/a,2017
351-400,Indian Institute of Technology Bombay,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-bombay,India,9207,16.3,0.01,17 : 83,2017
351-400,Iowa State University,https://www.timeshighereducation.com/world-university-rankings/iowa-state-university,United States,32951,18.7,0.12,46 : 54,2017
351-400,University of Kaiserslautern,https://www.timeshighereducation.com/world-university-rankings/university-kaiserslautern,Germany,14226,53.7,0.15,37 : 63,2017
351-400,University of Kansas,https://www.timeshighereducation.com/world-university-rankings/university-kansas,United States,24345,7.6,0.09,51 : 49,2017
351-400,University of Kentucky,https://www.timeshighereducation.com/world-university-rankings/university-kentucky,United States,31225,19,0.06,53 : 47,2017
351-400,Kyung Hee University,https://www.timeshighereducation.com/world-university-rankings/kyung-hee-university,South Korea,23692,17.3,0.16,47 : 53,2017
351-400,Kyushu University,https://www.timeshighereducation.com/world-university-rankings/kyushu-university,Japan,18650,6.6,0.11,29 : 71,2017
351-400,La Trobe University,https://www.timeshighereducation.com/world-university-rankings/la-trobe-university,Australia,22422,29.6,0.25,63 : 37,2017
351-400,Leibniz University Hannover,https://www.timeshighereducation.com/world-university-rankings/leibniz-university-hannover,Germany,23126,61.9,0.12,41 : 59,2017
351-400,University of Macau,https://www.timeshighereducation.com/world-university-rankings/university-macau,Macao,8981,14.6,0.33,58 : 42,2017
351-400,Autonomous University of Madrid,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-madrid,Spain,26969,12.4,0.16,60 : 40,2017
351-400,University of Milan-Bicocca,https://www.timeshighereducation.com/world-university-rankings/university-milan-bicocca,Italy,32892,65.8,0.06,62 : 38,2017
351-400,Mizzou - University of Missouri,https://www.timeshighereducation.com/world-university-rankings/mizzou-university-missouri,United States,30535,11.3,0.06,53 : 47,2017
351-400,Montpellier University,https://www.timeshighereducation.com/world-university-rankings/montpellier-university,France,39313,19.7,0.14,54 : 46,2017
351-400,Maynooth University,https://www.timeshighereducation.com/world-university-rankings/maynooth-university,Ireland,7850,28.8,0.12,55 : 45,2017
351-400,Norwegian University of Life Sciences,https://www.timeshighereducation.com/world-university-rankings/norwegian-university-life-sciences,Norway,5655,7.3,0.21,53 : 47,2017
351-400,University of Oklahoma,https://www.timeshighereducation.com/world-university-rankings/university-oklahoma,United States,27054,10.3,0.06,52 : 48,2017
351-400,Paris-Sorbonne University– Paris4,https://www.timeshighereducation.com/world-university-rankings/paris-sorbonne-university-paris-4,France,21488,27.9,0.19,70 : 30,2017
351-400,University of Plymouth,https://www.timeshighereducation.com/world-university-rankings/university-plymouth,United Kingdom,18508,19.3,0.14,52 : 48,2017
351-400,Polytechnic University of Turin,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-turin,Italy,29422,27.9,0.16,29 : 71,2017
351-400,University of Salerno,https://www.timeshighereducation.com/world-university-rankings/university-salerno,Italy,37862,56.3,0.01,61 : 39,2017
351-400,Swinburne University of Technology,https://www.timeshighereducation.com/world-university-rankings/swinburne-university-technology,Australia,13606,26.4,0.27,39 : 61,2017
351-400,The University of Texasat San Antonio,https://www.timeshighereducation.com/world-university-rankings/university-texas-san-antonio,United States,25870,21.4,0.07,48 : 52,2017
351-400,Toyota Technological Institute,https://www.timeshighereducation.com/world-university-rankings/toyota-technological-institute,Japan,505,11.2,0.03,7 : 93,2017
351-400,University of Trieste,https://www.timeshighereducation.com/world-university-rankings/university-trieste,Italy,18144,26.5,0.09,56 : 44,2017
351-400,Tulane University,https://www.timeshighereducation.com/world-university-rankings/tulane-university,United States,11495,11.8,0.11,56 : 44,2017
351-400,University of Turin,https://www.timeshighereducation.com/world-university-rankings/university-turin,Italy,67678,43.7,0.06,63 : 37,2017
351-400,Victoria University,https://www.timeshighereducation.com/world-university-rankings/victoria-university,Australia,15270,32.5,0.22,55 : 45,2017
351-400,Victoria University of Wellington,https://www.timeshighereducation.com/world-university-rankings/victoria-university-wellington,New Zealand,16940,20.1,0.21,55 : 45,2017
351-400,Washington State University,https://www.timeshighereducation.com/world-university-rankings/washington-state-university,United States,26439,20.1,0.08,51 : 49,2017
351-400,Wayne State University,https://www.timeshighereducation.com/world-university-rankings/wayne-state-university,United States,22405,10.7,0.08,57 : 43,2017
351-400,Écoledes Ponts ParisTech,https://www.timeshighereducation.com/world-university-rankings/ecole-des-ponts-paristech,France,1810,12.9,0.44,31 : 69,2017
351-400,Örebro University,https://www.timeshighereducation.com/world-university-rankings/orebro-university,Sweden,8698,15.9,0.02,61 : 39,2017
401-500,American University,https://www.timeshighereducation.com/world-university-rankings/american-university,United States,11636,12,0.12,61 : 39,2017
401-500,Aristotle University of Thessaloniki,https://www.timeshighereducation.com/world-university-rankings/aristotle-university-thessaloniki,Greece,44433,22.3,0.09,58 : 42,2017
401-500,Atılım University,https://www.timeshighereducation.com/world-university-rankings/atilim-university,Turkey,6394,27.2,0.08,n/a,2017
401-500,University of Aveiro,https://www.timeshighereducation.com/world-university-rankings/university-aveiro,Portugal,10641,17.7,0.09,51 : 49,2017
401-500,Bar-Ilan University,https://www.timeshighereducation.com/world-university-rankings/bar-ilan-university,Israel,16974,15.1,0.05,59 : 41,2017
401-500,University of Bari Aldo Moro,https://www.timeshighereducation.com/world-university-rankings/university-bari-aldo-moro,Italy,49536,67,0.02,64 : 36,2017
401-500,University of Bergamo,https://www.timeshighereducation.com/world-university-rankings/university-bergamo,Italy,15849,49.2,0.06,63 : 37,2017
401-500,Boğaziçi University,https://www.timeshighereducation.com/world-university-rankings/bogazici-university,Turkey,11555,25.6,0.07,50 : 50,2017
401-500,University of Brescia,https://www.timeshighereducation.com/world-university-rankings/university-brescia,Italy,14616,26.4,0.07,46 : 54,2017
401-500,University of Campinas,https://www.timeshighereducation.com/world-university-rankings/university-campinas,Brazil,26966,14.9,0.03,48 : 52,2017
401-500,University of Canberra,https://www.timeshighereducation.com/world-university-rankings/university-canberra,Australia,11287,31,0.28,53 : 47,2017
401-500,Polytechnic University of Catalonia,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-catalonia,Spain,21995,10.2,0.12,27 : 73,2017
401-500,Central Queensland University,https://www.timeshighereducation.com/world-university-rankings/central-queensland-university,Australia,12300,26.6,0.28,57 : 43,2017
401-500,Charles Universityin Prague,https://www.timeshighereducation.com/world-university-rankings/charles-university-prague,Czech Republic,50992,13.3,0.15,61 : 39,2017
401-500,Chung-Ang University,https://www.timeshighereducation.com/world-university-rankings/chung-ang-university,South Korea,12221,16.8,0.22,44 : 56,2017
401-500,University of Coimbra,https://www.timeshighereducation.com/world-university-rankings/university-coimbra,Portugal,23329,20.1,0.14,55 : 45,2017
401-500,Curtin University,https://www.timeshighereducation.com/world-university-rankings/curtin-university,Australia,31353,18.4,0.36,53 : 47,2017
401-500,Cyprus University of Technology,https://www.timeshighereducation.com/world-university-rankings/cyprus-university-technology,Cyprus,3012,18.9,0.06,57 : 43,2017
401-500,Dublin City University,https://www.timeshighereducation.com/world-university-rankings/dublin-city-university,Ireland,8856,24.9,0.18,50 : 50,2017
401-500,Ewha Womans University,https://www.timeshighereducation.com/world-university-rankings/ewha-womans-university,South Korea,14989,14.2,0.1,100 : 0,2017
401-500,Federico Santa María Technical University,https://www.timeshighereducation.com/world-university-rankings/federico-santa-maria-technical-university,Chile,18424,28.3,0.02,22 : 78,2017
401-500,University of Ferrara,https://www.timeshighereducation.com/world-university-rankings/university-ferrara,Italy,13781,22.9,0.07,56 : 44,2017
401-500,University of Florence,https://www.timeshighereducation.com/world-university-rankings/university-florence,Italy,53378,18.3,0.07,60 : 40,2017
401-500,Florida International University,https://www.timeshighereducation.com/world-university-rankings/florida-international-university,United States,33983,25.8,0.07,56 : 44,2017
401-500,University of Genoa,https://www.timeshighereducation.com/world-university-rankings/university-genoa,Italy,35777,29.2,0.09,56 : 44,2017
401-500,Georgia State University,https://www.timeshighereducation.com/world-university-rankings/georgia-state-university,United States,28788,19.2,0.05,58 : 42,2017
401-500,University of Graz,https://www.timeshighereducation.com/world-university-rankings/university-graz,Austria,20770,23.6,0.12,65 : 35,2017
401-500,University of Greifswald,https://www.timeshighereducation.com/world-university-rankings/university-greifswald,Germany,8628,17,0.05,54 : 46,2017
401-500,Hasselt University,https://www.timeshighereducation.com/world-university-rankings/hasselt-university,Belgium,4913,16.8,0.1,46 : 54,2017
401-500,Heriot-Watt University,https://www.timeshighereducation.com/world-university-rankings/heriot-watt-university,United Kingdom,9289,16.9,0.42,41 : 59,2017
401-500,HSE University,https://www.timeshighereducation.com/world-university-rankings/hse-university,Russian Federation,16170,9.1,0.05,n/a,2017
401-500,Hokkaido University,https://www.timeshighereducation.com/world-university-rankings/hokkaido-university,Japan,18055,8.1,0.09,29 : 71,2017
401-500,Huazhong University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/huazhong-university-science-and-technology,China,56211,17.1,0.04,35 : 65,2017
